Job,Operation,Machine,Start,Duration,End,Worker
1,1,7,13,51,64,None
1,2,5,64,57,121,None
1,3,3,121,13,134,None
1,4,7,150,29,179,None
1,5,10,179,12,191,None
2,1,9,91,15,106,None
2,2,8,106,46,152,None
2,3,6,152,39,191,None
2,4,2,191,0,191,None
3,1,9,43,26,69,None
3,2,3,69,31,100,None
3,3,4,100,46,146,None
3,4,9,146,19,165,None
3,5,3,165,26,191,None
4,1,4,52,48,100,None
4,2,7,108,36,144,None
4,3,3,144,18,162,None
4,4,8,162,29,191,None
5,1,10,25,28,53,None
5,2,10,53,49,102,None
5,3,1,130,35,165,None
5,4,3,165,0,165,None
6,1,2,0,23,23,None
6,2,2,23,57,80,None
6,3,1,80,50,130,None
6,4,10,179,0,179,None
7,1,3,46,13,59,None
7,2,1,59,21,80,None
7,3,4,154,37,191,None
7,4,2,191,0,191,None
7,5,1,191,0,191,None
8,1,3,4,42,46,None
8,2,2,88,11,99,None
8,3,6,99,14,113,None
8,4,2,113,78,191,None
9,1,8,60,13,73,None
9,2,8,73,29,102,None
9,3,10,102,32,134,None
9,4,3,134,10,144,None
9,5,10,179,0,179,None
10,1,8,5,19,24,None
10,2,6,24,75,99,None
10,3,6,117,35,152,None
10,4,6,152,0,152,None
10,5,5,191,0,191,None
