Job,Operation,Machine,Start,Duration,End,Worker
1,1,3,52,43,95,None
1,2,1,112,17,129,None
1,3,2,135,29,164,None
1,4,5,164,0,164,None
1,5,1,164,0,164,None
2,1,3,0,27,27,None
2,2,6,27,71,98,None
2,3,9,98,14,112,None
2,4,3,153,24,177,None
3,1,2,26,18,44,None
3,2,4,44,34,78,None
3,3,8,78,17,95,None
3,4,9,112,65,177,None
3,5,4,177,0,177,None
4,1,10,12,36,48,None
4,2,8,95,16,111,None
4,3,4,111,24,135,None
4,4,2,164,13,177,None
5,1,9,2,31,33,None
5,2,10,80,49,129,None
5,3,1,129,35,164,None
5,4,3,177,0,177,None
6,1,3,32,20,52,None
6,2,2,99,36,135,None
6,3,8,157,20,177,None
6,4,2,177,0,177,None
7,1,7,12,21,33,None
7,2,9,33,12,45,None
7,3,9,45,50,95,None
7,4,3,95,58,153,None
7,5,5,177,0,177,None
8,1,2,70,23,93,None
8,2,7,93,42,135,None
8,3,4,135,42,177,None
8,4,1,177,0,177,None
9,1,8,6,13,19,None
9,2,8,19,29,48,None
9,3,10,48,32,80,None
9,4,8,124,33,157,None
9,5,10,177,0,177,None
10,1,4,80,26,106,None
10,2,5,106,44,150,None
10,3,10,150,14,164,None
10,4,1,164,13,177,None
10,5,9,177,0,177,None
