Job,Operation,Machine,Start,Duration,End,Worker
1,1,4,6,51,57,None
1,2,8,66,11,77,None
1,3,5,77,23,100,None
1,4,4,148,34,182,None
1,5,4,182,0,182,None
2,1,6,14,69,83,None
2,2,9,112,32,144,None
2,3,9,144,14,158,None
2,4,3,158,24,182,None
3,1,9,0,26,26,None
3,2,3,26,31,57,None
3,3,4,57,46,103,None
3,4,2,134,13,147,None
3,5,2,147,35,182,None
4,1,1,48,20,68,None
4,2,1,68,50,118,None
4,3,8,118,31,149,None
4,4,10,182,0,182,None
5,1,8,54,12,66,None
5,2,3,76,27,103,None
5,3,4,103,15,118,None
5,4,6,118,64,182,None
6,1,2,2,23,25,None
6,2,2,49,57,106,None
6,3,3,106,52,158,None
6,4,10,182,0,182,None
7,1,7,27,21,48,None
7,2,9,78,12,90,None
7,3,7,90,48,138,None
7,4,1,138,44,182,None
7,5,5,182,0,182,None
8,1,2,25,23,48,None
8,2,7,48,42,90,None
8,3,5,100,38,138,None
8,4,1,138,0,138,None
9,1,8,41,13,54,None
9,2,8,88,29,117,None
9,3,10,117,32,149,None
9,4,8,149,33,182,None
9,5,10,182,0,182,None
10,1,8,8,19,27,None
10,2,10,27,56,83,None
10,3,6,83,35,118,None
10,4,6,118,0,118,None
10,5,5,182,0,182,None
