Job,Operation,Machine,Start,Duration,End,Worker
1,1,10,36,14,50,None
1,2,8,50,22,72,None
1,3,2,111,36,147,None
1,4,5,178,12,190,None
1,5,2,190,0,190,None
2,1,3,0,39,39,None
2,2,6,56,52,108,None
2,3,6,108,44,152,None
2,4,2,160,0,160,None
3,1,9,0,18,18,None
3,2,3,39,39,78,None
3,3,5,78,18,96,None
3,4,4,180,0,180,None
3,5,2,180,0,180,None
4,1,10,0,36,36,None
4,2,7,36,58,94,None
4,3,4,96,24,120,None
4,4,2,147,13,160,None
5,1,5,47,18,65,None
5,2,1,68,61,129,None
5,3,5,129,11,140,None
5,4,10,140,0,140,None
6,1,1,0,32,32,None
6,2,2,32,79,111,None
6,3,4,120,60,180,None
6,4,2,180,0,180,None
7,1,5,0,47,47,None
7,2,9,47,12,59,None
7,3,9,59,50,109,None
7,4,1,129,44,173,None
7,5,5,190,0,190,None
8,1,6,0,56,56,None
8,2,7,94,42,136,None
8,3,5,140,38,178,None
8,4,1,178,0,178,None
9,1,4,0,39,39,None
9,2,4,39,57,96,None
9,3,3,96,21,117,None
9,4,8,117,30,147,None
9,5,9,147,51,198,None
10,1,1,32,36,68,None
10,2,10,68,56,124,None
10,3,6,152,35,187,None
10,4,6,187,0,187,None
10,5,5,190,0,190,None
