Job,Operation,Machine,Start,Duration,End,Worker
1,1,10,36,14,50,None
1,2,6,71,19,90,None
1,3,2,95,36,131,None
1,4,5,131,12,143,None
1,5,2,164,0,164,None
2,1,10,50,38,88,None
2,2,9,107,32,139,None
2,3,9,139,14,153,None
2,4,3,153,24,177,None
3,1,9,15,18,33,None
3,2,5,33,53,86,None
3,3,5,113,18,131,None
3,4,4,164,0,164,None
3,5,2,164,0,164,None
4,1,10,88,36,124,None
4,2,8,124,16,140,None
4,3,4,140,24,164,None
4,4,2,164,13,177,None
5,1,8,8,12,20,None
5,2,3,20,27,47,None
5,3,4,88,15,103,None
5,4,6,113,64,177,None
6,1,3,0,20,20,None
6,2,2,59,36,95,None
6,3,8,144,20,164,None
6,4,2,164,0,164,None
7,1,3,47,13,60,None
7,2,6,90,13,103,None
7,3,4,103,37,140,None
7,4,2,164,0,164,None
7,5,1,177,0,177,None
8,1,4,76,10,86,None
8,2,5,86,15,101,None
8,3,1,101,29,130,None
8,4,8,177,0,177,None
9,1,9,33,27,60,None
9,2,8,60,32,92,None
9,3,8,92,32,124,None
9,4,5,143,34,177,None
9,5,9,177,0,177,None
10,1,8,36,24,60,None
10,2,3,60,27,87,None
10,3,3,87,43,130,None
10,4,1,130,36,166,None
10,5,10,166,11,177,None
