Job,Operation,Machine,Start,Duration,End,Worker
1,1,3,0,43,43,None
1,2,1,49,17,66,None
1,3,2,157,29,186,None
1,4,5,186,0,186,None
1,5,1,186,0,186,None
2,1,7,23,28,51,None
2,2,5,51,79,130,None
2,3,6,135,51,186,None
2,4,8,186,0,186,None
3,1,2,29,18,47,None
3,2,4,70,34,104,None
3,3,8,104,17,121,None
3,4,9,121,65,186,None
3,5,4,186,0,186,None
4,1,4,22,48,70,None
4,2,7,103,36,139,None
4,3,3,139,18,157,None
4,4,8,157,29,186,None
5,1,5,18,18,36,None
5,2,6,69,66,135,None
5,3,5,164,11,175,None
5,4,10,175,0,175,None
6,1,1,15,32,47,None
6,2,2,47,79,126,None
6,3,4,126,60,186,None
6,4,2,186,0,186,None
7,1,3,43,13,56,None
7,2,6,56,13,69,None
7,3,1,95,44,139,None
7,4,2,186,0,186,None
7,5,1,186,0,186,None
8,1,4,12,10,22,None
8,2,5,36,15,51,None
8,3,1,66,29,95,None
8,4,8,157,0,157,None
9,1,9,3,27,30,None
9,2,10,30,42,72,None
9,3,8,72,32,104,None
9,4,5,130,34,164,None
9,5,9,186,0,186,None
10,1,8,45,24,69,None
10,2,3,69,27,96,None
10,3,3,96,43,139,None
10,4,1,139,36,175,None
10,5,10,175,11,186,None
