Job,Operation,Machine,Start,Duration,End,Worker
1,1,10,31,14,45,None
1,2,6,124,19,143,None
1,3,2,146,36,182,None
1,4,1,182,18,200,None
1,5,2,200,0,200,None
2,1,6,52,69,121,None
2,2,9,121,32,153,None
2,3,4,153,23,176,None
2,4,3,176,24,200,None
3,1,9,52,18,70,None
3,2,5,91,53,144,None
3,3,5,144,18,162,None
3,4,4,200,0,200,None
3,5,2,200,0,200,None
4,1,10,45,10,55,None
4,2,1,55,50,105,None
4,3,8,158,31,189,None
4,4,10,189,0,189,None
5,1,10,64,28,92,None
5,2,10,92,49,141,None
5,3,1,141,35,176,None
5,4,3,176,0,176,None
6,1,2,27,47,74,None
6,2,3,94,60,154,None
6,3,9,154,46,200,None
6,4,2,200,0,200,None
7,1,5,6,68,74,None
7,2,2,74,69,143,None
7,3,6,143,57,200,None
7,4,10,200,0,200,None
7,5,9,200,0,200,None
8,1,9,70,50,120,None
8,2,7,120,42,162,None
8,3,5,162,38,200,None
8,4,1,200,0,200,None
9,1,8,34,13,47,None
9,2,8,47,29,76,None
9,3,8,76,82,158,None
9,4,3,166,10,176,None
9,5,10,189,0,189,None
10,1,8,0,24,24,None
10,2,3,24,27,51,None
10,3,3,51,43,94,None
10,4,1,105,36,141,None
10,5,10,189,11,200,None
