Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,19020,5400,24420,None
1,2,2,26700,4620,31320,None
1,3,3,31320,1980,33300,None
1,4,4,35520,600,36120,None
1,5,5,43680,1080,44760,None
2,1,1,4440,720,5160,None
2,2,2,6420,3420,9840,None
2,3,3,9840,4620,14460,None
2,4,4,14460,1140,15600,None
2,5,5,18120,5640,23760,None
3,1,1,24420,2580,27000,None
3,2,2,31320,1440,32760,None
3,3,3,33300,2580,35880,None
3,4,4,36120,3720,39840,None
3,5,5,44760,2160,46920,None
4,1,1,15840,3180,19020,None
4,2,2,25080,1620,26700,None
4,3,3,28080,2220,30300,None
4,4,4,34800,720,35520,None
4,5,5,43500,180,43680,None
5,1,1,0,1080,1080,None
5,2,2,1080,3360,4440,None
5,3,3,4440,2940,7380,None
5,4,4,7380,480,7860,None
5,5,5,7860,4380,12240,None
6,1,1,9660,600,10260,None
6,2,2,20220,1200,21420,None
6,3,3,22020,5220,27240,None
6,4,4,27240,2460,29700,None
6,5,5,33660,4500,38160,None
7,1,1,1080,3360,4440,None
7,2,2,4440,1980,6420,None
7,3,3,7380,300,7680,None
7,4,4,7860,960,8820,None
7,5,5,12240,5880,18120,None
8,1,1,5160,3120,8280,None
8,2,2,9840,5700,15540,None
8,3,3,15540,2160,17700,None
8,4,4,17700,1080,18780,None
8,5,5,23760,4860,28620,None
9,1,1,8280,1380,9660,None
9,2,2,15540,4680,20220,None
9,3,3,20220,1800,22020,None
9,4,4,22020,4680,26700,None
9,5,5,28620,5040,33660,None
10,1,1,10260,5580,15840,None
10,2,2,21420,3660,25080,None
10,3,3,27240,840,28080,None
10,4,4,29700,5100,34800,None
10,5,5,38160,5340,43500,None
