Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,21600,5400,27000,None
1,2,2,30420,4620,35040,None
1,3,3,35040,1980,37020,None
1,4,4,37740,600,38340,None
1,5,5,45600,1080,46680,None
2,1,1,4440,720,5160,None
2,2,2,8700,3420,12120,None
2,3,3,12120,4620,16740,None
2,4,4,16740,1140,17880,None
2,5,5,17880,5640,23520,None
3,1,1,19020,2580,21600,None
3,2,2,28980,1440,30420,None
3,3,3,31200,2580,33780,None
3,4,4,34020,3720,37740,None
3,5,5,43440,2160,45600,None
4,1,1,15840,3180,19020,None
4,2,2,27360,1620,28980,None
4,3,3,28980,2220,31200,None
4,4,4,33300,720,34020,None
4,5,5,43260,180,43440,None
5,1,1,3360,1080,4440,None
5,2,2,5340,3360,8700,None
5,3,3,8700,2940,11640,None
5,4,4,11640,480,12120,None
5,5,5,12480,4380,16860,None
6,1,1,6540,600,7140,None
6,2,2,16800,1200,18000,None
6,3,3,18600,5220,23820,None
6,4,4,23820,2460,26280,None
6,5,5,28560,4500,33060,None
7,1,1,0,3360,3360,None
7,2,2,3360,1980,5340,None
7,3,3,5340,300,5640,None
7,4,4,5640,960,6600,None
7,5,5,6600,5880,12480,None
8,1,1,7140,3120,10260,None
8,2,2,18000,5700,23700,None
8,3,3,23820,2160,25980,None
8,4,4,26280,1080,27360,None
8,5,5,33060,4860,37920,None
9,1,1,5160,1380,6540,None
9,2,2,12120,4680,16800,None
9,3,3,16800,1800,18600,None
9,4,4,18600,4680,23280,None
9,5,5,23520,5040,28560,None
10,1,1,10260,5580,15840,None
10,2,2,23700,3660,27360,None
10,3,3,27360,840,28200,None
10,4,4,28200,5100,33300,None
10,5,5,37920,5340,43260,None
