Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,21600,5400,27000,None
1,2,2,28140,4620,32760,None
1,3,3,33360,1980,35340,None
1,4,4,35340,600,35940,None
1,5,5,45840,1080,46920,None
2,1,1,17700,720,18420,None
2,2,2,23100,3420,26520,None
2,3,3,26520,4620,31140,None
2,4,4,31320,1140,32460,None
2,5,5,40020,5640,45660,None
3,1,1,15120,2580,17700,None
3,2,2,21660,1440,23100,None
3,3,3,23100,2580,25680,None
3,4,4,27600,3720,31320,None
3,5,5,37860,2160,40020,None
4,1,1,18420,3180,21600,None
4,2,2,26520,1620,28140,None
4,3,3,31140,2220,33360,None
4,4,4,33360,720,34080,None
4,5,5,45660,180,45840,None
5,1,1,0,1080,1080,None
5,2,2,1080,3360,4440,None
5,3,3,4440,2940,7380,None
5,4,4,7380,480,7860,None
5,5,5,7860,4380,12240,None
6,1,1,4440,600,5040,None
6,2,2,6420,1200,7620,None
6,3,3,7680,5220,12900,None
6,4,4,12900,2460,15360,None
6,5,5,18120,4500,22620,None
7,1,1,1080,3360,4440,None
7,2,2,4440,1980,6420,None
7,3,3,7380,300,7680,None
7,4,4,7860,960,8820,None
7,5,5,12240,5880,18120,None
8,1,1,6420,3120,9540,None
8,2,2,12300,5700,18000,None
8,3,3,18000,2160,20160,None
8,4,4,20160,1080,21240,None
8,5,5,27660,4860,32520,None
9,1,1,5040,1380,6420,None
9,2,2,7620,4680,12300,None
9,3,3,12900,1800,14700,None
9,4,4,15360,4680,20040,None
9,5,5,22620,5040,27660,None
10,1,1,9540,5580,15120,None
10,2,2,18000,3660,21660,None
10,3,3,21660,840,22500,None
10,4,4,22500,5100,27600,None
10,5,5,32520,5340,37860,None
