Job,Operation,Machine,Start,Duration,End,Worker
1,1,2,6,2,8,None
1,2,2,0,6,6,None
2,1,1,15,2,17,None
2,2,3,9,6,15,None
2,3,1,3,1,4,None
3,1,1,4,6,10,None
3,2,1,1,2,3,None
4,1,2,9,8,17,None
4,2,3,1,8,9,None
4,3,1,0,1,1,None
