Test,Objective,IterationReachBest,Direction
1,72.0,0,1
2,72.0,0,1
3,70.0,0,1
4,72.0,0,1
5,70.0,28,1
6,72.0,0,1
7,70.0,0,1
8,70.0,47,1
9,69.0,0,1
10,72.0,0,1
MinObj,69.0
MaxObj,72.0
MeanObj,70.90
MinIter,0
MaxIter,47
MeanIter,7.50
Direction#0,0
Direction#1,10
