Test,Objective,IterationReachBest,Direction
1,68.0,71,1
2,70.0,37,0
3,68.0,52,0
4,68.0,23,0
5,69.0,40,1
6,69.0,19,0
7,69.0,31,0
8,70.0,24,0
9,73.0,0,0
10,73.0,3,0
MinObj,68.0
MaxObj,73.0
MeanObj,69.70
MinIter,0
MaxIter,71
MeanIter,30.00
Direction#0,8
Direction#1,2
