Test,Objective,IterationReachBest,Direction
1,181.0,27,0
2,183.0,4,0
3,181.0,30,0
4,183.0,36,0
5,180.0,65,0
6,182.0,31,1
7,183.0,4,0
8,181.0,37,0
9,178.0,99,0
10,180.0,45,0
MinObj,178.0
MaxObj,183.0
MeanObj,181.20
MinIter,4
MaxIter,99
MeanIter,37.80
Direction#0,9
Direction#1,1
