Test,Objective,IterationReachBest,Direction
1,328.0,0,0
2,334.0,0,0
3,329.0,56,0
4,323.0,26,0
5,326.0,39,0
6,327.0,85,0
7,327.0,10,0
8,338.0,11,0
9,333.0,0,0
10,331.0,16,0
MinObj,323.0
MaxObj,338.0
MeanObj,329.60
MinIter,0
MaxIter,85
MeanIter,24.30
Direction#0,10
Direction#1,0
