Test,Objective,IterationReachBest,Direction
1,523.0,4,1
2,523.0,41,1
3,523.0,12,1
4,523.0,9,1
5,523.0,5,1
6,523.0,12,1
7,523.0,2,1
8,523.0,4,1
9,523.0,6,1
10,523.0,1,1
MinObj,523.0
MaxObj,523.0
MeanObj,523.00
MinIter,1
MaxIter,41
MeanIter,9.60
Direction#0,0
Direction#1,10
