Test,Objective,IterationReachBest,Direction
1,30.0,18,0
2,28.0,66,0
3,30.0,22,1
4,30.0,0,1
5,31.0,0,1
6,28.0,30,1
7,28.0,50,0
8,30.0,0,1
9,30.0,0,1
10,30.0,6,0
MinObj,28.0
MaxObj,31.0
MeanObj,29.50
MinIter,0
MaxIter,66
MeanIter,19.20
Direction#0,4
Direction#1,6
