Test,Objective,IterationReachBest,Direction
1,69.0,0,1
2,72.0,0,0
3,69.0,36,1
4,69.0,26,1
5,71.0,0,1
6,69.0,0,1
7,70.0,0,1
8,71.0,10,1
9,71.0,0,1
10,70.0,0,0
MinObj,69.0
MaxObj,72.0
MeanObj,70.10
MinIter,0
MaxIter,36
MeanIter,7.20
Direction#0,2
Direction#1,8
