Test,Objective,IterationReachBest,Direction
1,67.0,64,0
2,73.0,27,1
3,71.0,7,1
4,71.0,32,0
5,69.0,10,1
6,68.0,41,0
7,69.0,54,0
8,68.0,84,1
9,67.0,70,0
10,73.0,0,1
MinObj,67.0
MaxObj,73.0
MeanObj,69.60
MinIter,0
MaxIter,84
MeanIter,38.90
Direction#0,5
Direction#1,5
