Test,Objective,IterationReachBest,Direction
1,159.0,40,0
2,159.0,10,0
3,155.0,8,1
4,155.0,51,0
5,156.0,61,0
6,152.0,34,0
7,158.0,0,0
8,158.0,13,0
9,154.0,43,0
10,153.0,9,0
MinObj,152.0
MaxObj,159.0
MeanObj,155.90
MinIter,0
MaxIter,61
MeanIter,26.90
Direction#0,9
Direction#1,1
