Test,Objective,IterationReachBest,Direction
1,321.0,54,0
2,327.0,37,0
3,329.0,63,0
4,337.0,0,0
5,327.0,57,0
6,333.0,43,0
7,321.0,90,0
8,337.0,0,0
9,332.0,0,0
10,331.0,0,0
MinObj,321.0
MaxObj,337.0
MeanObj,329.50
MinIter,0
MaxIter,90
MeanIter,34.40
Direction#0,10
Direction#1,0
