Test,Objective,IterationReachBest,Direction
1,245.0,20,0
2,244.0,0,0
3,247.0,0,0
4,242.0,0,0
5,242.0,87,0
6,247.0,0,0
7,246.0,0,0
8,244.0,58,0
9,246.0,0,0
10,245.0,0,0
MinObj,242.0
MaxObj,247.0
MeanObj,244.80
MinIter,0
MaxIter,87
MeanIter,16.50
Direction#0,10
Direction#1,0
