Test,Objective,IterationReachBest,Direction
1,523.0,3,1
2,523.0,39,1
3,523.0,95,1
4,524.0,1,1
5,523.0,2,1
6,523.0,31,1
7,523.0,23,1
8,523.0,1,1
9,523.0,3,1
10,523.0,27,1
MinObj,523.0
MaxObj,524.0
MeanObj,523.10
MinIter,1
MaxIter,95
MeanIter,22.50
Direction#0,0
Direction#1,10
