Test,Objective,IterationReachBest,Direction
1,42.0,0,0
2,42.0,0,0
3,42.0,0,0
4,42.0,0,0
5,42.0,3,1
6,42.0,0,0
7,42.0,0,0
8,42.0,0,0
9,42.0,0,0
10,42.0,0,0
MinObj,42.0
MaxObj,42.0
MeanObj,42.00
MinIter,0
MaxIter,3
MeanIter,0.30
Direction#0,9
Direction#1,1
