Job,Operation,Machine,Start,Duration,End,Worker
1,1,2,0,2,2,None
1,2,4,4,4,8,None
1,3,8,10,2,12,None
2,1,1,5,4,9,None
2,2,4,15,3,18,None
2,3,6,19,3,22,None
3,1,2,9,5,14,None
3,2,5,21,2,23,None
3,3,8,25,2,27,None
4,1,2,2,3,5,None
4,2,5,7,5,12,None
4,3,6,16,3,19,None
5,1,3,0,3,3,None
5,2,5,6,1,7,None
5,3,6,8,3,11,None
6,1,3,11,4,15,None
6,2,4,21,2,23,None
6,3,7,24,3,27,None
7,1,2,5,2,7,None
7,2,4,11,4,15,None
7,3,8,17,3,20,None
8,1,3,7,4,11,None
8,2,5,16,5,21,None
8,3,6,22,3,25,None
9,1,1,0,2,2,None
9,2,5,4,2,6,None
9,3,9,8,5,13,None
10,1,1,2,3,5,None
10,2,4,8,3,11,None
10,3,6,12,4,16,None
11,1,2,7,2,9,None
11,2,4,18,3,21,None
11,3,9,22,5,27,None
12,1,3,3,4,7,None
12,2,5,12,4,16,None
12,3,7,17,4,21,None
