Test,Objective,IterationReachBest,Direction
1,67.0,55,0
2,67.0,72,1
3,67.0,8,0
4,68.0,17,0
5,67.0,16,0
6,67.0,70,0
7,67.0,9,0
8,67.0,10,0
9,71.0,1,0
10,67.0,16,0
MinObj,67.0
MaxObj,71.0
MeanObj,67.50
MinIter,1
MaxIter,72
MeanIter,27.40
Direction#0,9
Direction#1,1
