Test,Objective,IterationReachBest,Direction
1,523.0,10,1
2,523.0,11,1
3,523.0,1,1
4,523.0,35,1
5,523.0,22,1
6,523.0,5,0
7,523.0,28,0
8,523.0,18,0
9,523.0,9,1
10,523.0,1,1
MinObj,523.0
MaxObj,523.0
MeanObj,523.00
MinIter,1
MaxIter,35
MeanIter,14.00
Direction#0,3
Direction#1,7
