Test,Objective,IterationReachBest,Direction
1,317.0,44,0
2,311.0,163,0
3,311.0,32,0
4,309.0,90,0
5,318.0,46,0
6,315.0,99,0
7,307.0,138,0
8,307.0,158,0
9,313.0,53,0
10,311.0,89,0
MinObj,307.0
MaxObj,318.0
MeanObj,311.90
MinIter,32
MaxIter,163
MeanIter,91.20
Direction#0,10
Direction#1,0
