Test,Objective,IterationReachBest,Direction
1,40.0,15,0
2,40.0,16,0
3,42.0,0,0
4,42.0,1,0
5,42.0,0,1
6,40.0,13,0
7,40.0,29,0
8,42.0,0,0
9,41.0,12,0
10,40.0,42,0
MinObj,40.0
MaxObj,42.0
MeanObj,40.90
MinIter,0
MaxIter,42
MeanIter,12.80
Direction#0,9
Direction#1,1
