Test,Objective,IterationReachBest,Direction
1,64.0,35,1
2,67.0,21,1
3,67.0,13,1
4,66.0,38,1
5,67.0,12,0
6,67.0,21,0
7,66.0,40,1
8,67.0,14,1
9,65.0,64,1
10,66.0,69,1
MinObj,64.0
MaxObj,67.0
MeanObj,66.20
MinIter,12
MaxIter,69
MeanIter,32.70
Direction#0,2
Direction#1,8
