Test,Objective,IterationReachBest,Direction
1,179.0,29,0
2,181.0,19,0
3,181.0,58,0
4,179.0,16,1
5,178.0,45,0
6,177.0,88,0
7,178.0,63,0
8,176.0,101,0
9,180.0,43,0
10,179.0,28,0
MinObj,176.0
MaxObj,181.0
MeanObj,178.80
MinIter,16
MaxIter,101
MeanIter,49.00
Direction#0,9
Direction#1,1
