Test,Objective,IterationReachBest,Direction
1,231.0,28,0
2,228.0,48,0
3,234.0,33,0
4,232.0,64,0
5,234.0,35,0
6,236.0,18,0
7,231.0,65,0
8,233.0,28,0
9,236.0,8,0
10,227.0,83,0
MinObj,227.0
MaxObj,236.0
MeanObj,232.20
MinIter,8
MaxIter,83
MeanIter,41.00
Direction#0,10
Direction#1,0
