Job,Operation,Machine,Start,Duration,End,Worker
1,1,2,0,2,2,None
1,2,4,2,4,6,None
1,3,8,6,2,8,None
2,1,1,8,4,12,None
2,2,4,17,3,20,None
2,3,9,20,4,24,None
3,1,3,0,4,4,None
3,2,5,8,2,10,None
3,3,8,10,2,12,None
4,1,2,4,3,7,None
4,2,5,11,5,16,None
4,3,6,17,3,20,None
5,1,3,4,3,7,None
5,2,5,10,1,11,None
5,3,7,11,4,15,None
6,1,2,9,5,14,None
6,2,4,20,2,22,None
6,3,7,22,3,25,None
7,1,2,7,2,9,None
7,2,4,13,4,17,None
7,3,7,17,4,21,None
8,1,1,0,3,3,None
8,2,5,3,5,8,None
8,3,7,8,3,11,None
9,1,1,3,2,5,None
9,2,4,9,1,10,None
9,3,6,10,7,17,None
10,1,1,5,3,8,None
10,2,4,10,3,13,None
10,3,8,13,6,19,None
11,1,2,2,2,4,None
11,2,4,6,3,9,None
11,3,9,9,5,14,None
12,1,3,7,4,11,None
12,2,5,16,4,20,None
12,3,6,20,3,23,None
