Test,Objective,IterationReachBest,Direction
1,232.0,33,0
2,223.0,177,0
3,231.0,8,0
4,227.0,124,0
5,231.0,23,0
6,226.0,90,0
7,227.0,45,0
8,227.0,68,0
9,227.0,99,0
10,226.0,106,0
MinObj,223.0
MaxObj,232.0
MeanObj,227.70
MinIter,8
MaxIter,177
MeanIter,77.30
Direction#0,10
Direction#1,0
