Test,Objective,IterationReachBest,Direction
1,523.0,1,1
2,523.0,12,1
3,523.0,1,0
4,523.0,5,1
5,523.0,1,1
6,523.0,0,0
7,523.0,11,1
8,523.0,2,1
9,523.0,11,0
10,523.0,0,1
MinObj,523.0
MaxObj,523.0
MeanObj,523.00
MinIter,0
MaxIter,12
MeanIter,4.40
Direction#0,3
Direction#1,7
