Test,Objective,IterationReachBest,Direction
1,309.0,66,0
2,313.0,34,0
3,316.0,11,0
4,313.0,56,0
5,314.0,42,0
6,315.0,22,0
7,314.0,60,0
8,313.0,75,0
9,311.0,96,0
10,311.0,96,0
MinObj,309.0
MaxObj,316.0
MeanObj,312.90
MinIter,11
MaxIter,96
MeanIter,55.80
Direction#0,10
Direction#1,0
