Test,Objective,IterationReachBest,Direction
1,145.0,42,0
2,147.0,20,0
3,148.0,17,0
4,149.0,8,0
5,147.0,47,0
6,148.0,38,0
7,146.0,78,0
8,148.0,60,0
9,147.0,32,0
10,149.0,54,0
MinObj,145.0
MaxObj,149.0
MeanObj,147.40
MinIter,8
MaxIter,78
MeanIter,39.60
Direction#0,10
Direction#1,0
