Test,Objective,IterationReachBest,Direction
1,67.0,39,0
2,67.0,2,0
3,67.0,5,0
4,67.0,16,0
5,67.0,39,0
6,71.0,5,0
7,66.0,79,0
8,67.0,16,0
9,67.0,20,0
10,67.0,20,0
MinObj,66.0
MaxObj,71.0
MeanObj,67.30
MinIter,2
MaxIter,79
MeanIter,24.10
Direction#0,10
Direction#1,0
