Test,Objective,IterationReachBest,Direction
1,66.0,11,1
2,67.0,7,1
3,67.0,26,1
4,66.0,57,1
5,65.0,43,1
6,67.0,8,1
7,67.0,8,1
8,67.0,8,1
9,67.0,14,1
10,65.0,27,1
MinObj,65.0
MaxObj,67.0
MeanObj,66.40
MinIter,7
MaxIter,57
MeanIter,20.90
Direction#0,0
Direction#1,10
