Test,Objective,IterationReachBest,Direction
1,28.0,6,0
2,27.0,47,0
3,27.0,33,0
4,28.0,7,1
5,28.0,11,0
6,28.0,2,0
7,27.0,52,0
8,27.0,46,0
9,28.0,12,0
10,28.0,41,0
MinObj,27.0
MaxObj,28.0
MeanObj,27.60
MinIter,2
MaxIter,52
MeanIter,25.70
Direction#0,9
Direction#1,1
