Test,Objective,IterationReachBest,Direction
1,2010.0,5,1
MinObj,2010.0
MaxObj,2010.0
MeanObj,2010.00
MinIter,5
MaxIter,5
MeanIter,5.00
Direction#0,0
Direction#1,1
