Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,10,2,12,None
1,2,2,4,3,7,None
1,3,3,0,4,4,None
2,1,2,14,1,15,None
2,2,1,12,2,14,None
2,3,3,9,3,12,None
3,1,2,11,3,14,None
3,2,3,4,5,9,None
3,3,1,2,2,4,None
4,1,3,16,2,18,None
4,2,1,4,6,10,None
4,3,2,0,4,4,None
5,1,3,12,4,16,None
5,2,2,7,4,11,None
5,3,1,0,2,2,None
