Job,Operation,Machine,Start,Duration,End,Worker
1,1,2,9,2,11,None
1,2,2,11,6,17,None
2,1,1,0,2,2,None
2,2,3,2,6,8,None
2,3,1,13,1,14,None
3,1,1,7,6,13,None
3,2,1,14,2,16,None
4,1,2,0,8,8,None
4,2,3,8,8,16,None
4,3,1,16,1,17,None
