Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,0,2,2,None
1,2,5,2,5,7,None
1,3,8,7,2,9,None
2,1,2,9,5,14,None
2,2,4,15,3,18,None
2,3,6,19,3,22,None
3,1,3,11,4,15,None
3,2,4,18,4,22,None
3,3,8,22,2,24,None
4,1,1,2,4,6,None
4,2,5,7,5,12,None
4,3,6,12,3,15,None
5,1,3,4,3,7,None
5,2,5,12,1,13,None
5,3,7,13,4,17,None
6,1,3,7,4,11,None
6,2,4,13,2,15,None
6,3,6,15,4,19,None
7,1,2,2,2,4,None
7,2,4,8,4,12,None
7,3,8,12,3,15,None
8,1,1,8,3,11,None
8,2,5,17,5,22,None
8,3,7,22,3,25,None
9,1,1,6,2,8,None
9,2,4,12,1,13,None
9,3,9,13,5,18,None
10,1,3,0,4,4,None
10,2,4,5,3,8,None
10,3,6,8,4,12,None
11,1,2,0,2,2,None
11,2,4,2,3,5,None
11,3,9,5,5,10,None
12,1,2,4,5,9,None
12,2,5,13,4,17,None
12,3,7,17,4,21,None
