Job,Operation,Machine,Start,Duration,End,Worker
1,1,3,143,43,186,None
1,2,1,120,17,137,None
1,3,2,0,29,29,None
1,4,5,0,0,0,None
1,5,1,0,0,0,None
2,1,7,135,28,163,None
2,2,5,56,79,135,None
2,3,6,0,51,51,None
2,4,8,0,0,0,None
3,1,2,139,18,157,None
3,2,4,82,34,116,None
3,3,8,65,17,82,None
3,4,9,0,65,65,None
3,5,4,0,0,0,None
4,1,4,116,48,164,None
4,2,7,47,36,83,None
4,3,3,29,18,47,None
4,4,8,0,29,29,None
5,1,5,150,18,168,None
5,2,6,51,66,117,None
5,3,5,11,11,22,None
5,4,10,11,0,11,None
6,1,1,139,32,171,None
6,2,2,60,79,139,None
6,3,4,0,60,60,None
6,4,2,0,0,0,None
7,1,3,130,13,143,None
7,2,6,117,13,130,None
7,3,1,47,44,91,None
7,4,2,0,0,0,None
7,5,1,0,0,0,None
8,1,4,164,10,174,None
8,2,5,135,15,150,None
8,3,1,91,29,120,None
8,4,8,29,0,29,None
9,1,9,156,27,183,None
9,2,10,114,42,156,None
9,3,8,82,32,114,None
9,4,5,22,34,56,None
9,5,9,0,0,0,None
10,1,8,117,24,141,None
10,2,3,90,27,117,None
10,3,3,47,43,90,None
10,4,1,11,36,47,None
10,5,10,0,11,11,None
