Job,Operation,Machine,Start,Duration,End,Worker
1,1,7,127,51,178,None
1,2,5,70,57,127,None
1,3,3,57,13,70,None
1,4,7,12,29,41,None
1,5,10,0,12,12,None
2,1,9,85,15,100,None
2,2,8,39,46,85,None
2,3,6,0,39,39,None
2,4,2,0,0,0,None
3,1,9,122,26,148,None
3,2,3,91,31,122,None
3,3,4,45,46,91,None
3,4,9,26,19,45,None
3,5,3,0,26,26,None
4,1,4,91,48,139,None
4,2,7,47,36,83,None
4,3,3,29,18,47,None
4,4,8,0,29,29,None
5,1,10,138,28,166,None
5,2,10,89,49,138,None
5,3,1,26,35,61,None
5,4,3,26,0,26,None
6,1,2,168,23,191,None
6,2,2,111,57,168,None
6,3,1,61,50,111,None
6,4,10,12,0,12,None
7,1,3,132,13,145,None
7,2,1,111,21,132,None
7,3,4,0,37,37,None
7,4,2,0,0,0,None
7,5,1,0,0,0,None
8,1,3,145,42,187,None
8,2,2,92,11,103,None
8,3,6,78,14,92,None
8,4,2,0,78,78,None
9,1,8,118,13,131,None
9,2,8,89,29,118,None
9,3,10,57,32,89,None
9,4,3,47,10,57,None
9,5,10,12,0,12,None
10,1,8,167,19,186,None
10,2,6,92,75,167,None
10,3,6,39,35,74,None
10,4,6,39,0,39,None
10,5,5,0,0,0,None
