Job,Operation,Machine,Start,Duration,End,Worker
1,1,10,127,14,141,None
1,2,6,87,19,106,None
1,3,2,46,36,82,None
1,4,5,34,12,46,None
1,5,2,13,0,13,None
2,1,10,89,38,127,None
2,2,9,38,32,70,None
2,3,9,24,14,38,None
2,4,3,0,24,24,None
3,1,9,144,18,162,None
3,2,5,91,53,144,None
3,3,5,46,18,64,None
3,4,4,13,0,13,None
3,5,2,13,0,13,None
4,1,10,53,36,89,None
4,2,8,37,16,53,None
4,3,4,13,24,37,None
4,4,2,0,13,13,None
5,1,8,157,12,169,None
5,2,3,130,27,157,None
5,3,4,74,15,89,None
5,4,6,0,64,64,None
6,1,3,157,20,177,None
6,2,2,82,36,118,None
6,3,8,13,20,33,None
6,4,2,13,0,13,None
7,1,3,117,13,130,None
7,2,6,74,13,87,None
7,3,4,37,37,74,None
7,4,2,13,0,13,None
7,5,1,0,0,0,None
8,1,4,91,10,101,None
8,2,5,76,15,91,None
8,3,1,47,29,76,None
8,4,8,0,0,0,None
9,1,9,117,27,144,None
9,2,8,85,32,117,None
9,3,8,53,32,85,None
9,4,5,0,34,34,None
9,5,9,0,0,0,None
10,1,8,117,24,141,None
10,2,3,90,27,117,None
10,3,3,47,43,90,None
10,4,1,11,36,47,None
10,5,10,0,11,11,None
