Job,Operation,Machine,Start,Duration,End,Worker
1,1,10,155,14,169,None
1,2,6,57,19,76,None
1,3,2,18,36,54,None
1,4,1,0,18,18,None
1,5,2,0,0,0,None
2,1,6,79,69,148,None
2,2,9,47,32,79,None
2,3,4,24,23,47,None
2,4,3,0,24,24,None
3,1,9,130,18,148,None
3,2,5,56,53,109,None
3,3,5,38,18,56,None
3,4,4,0,0,0,None
3,5,2,0,0,0,None
4,1,10,145,10,155,None
4,2,1,95,50,145,None
4,3,8,11,31,42,None
4,4,10,11,0,11,None
5,1,10,108,28,136,None
5,2,10,59,49,108,None
5,3,1,24,35,59,None
5,4,3,24,0,24,None
6,1,2,126,47,173,None
6,2,3,46,60,106,None
6,3,9,0,46,46,None
6,4,2,0,0,0,None
7,1,5,126,68,194,None
7,2,2,57,69,126,None
7,3,6,0,57,57,None
7,4,10,0,0,0,None
7,5,9,0,0,0,None
8,1,9,80,50,130,None
8,2,7,38,42,80,None
8,3,5,0,38,38,None
8,4,1,0,0,0,None
9,1,8,153,13,166,None
9,2,8,124,29,153,None
9,3,8,42,82,124,None
9,4,3,24,10,34,None
9,5,10,11,0,11,None
10,1,8,176,24,200,None
10,2,3,149,27,176,None
10,3,3,106,43,149,None
10,4,1,59,36,95,None
10,5,10,0,11,11,None
