Job,Operation,Machine,Start,Duration,End,Worker
1,1,4,125,51,176,None
1,2,8,105,11,116,None
1,3,5,82,23,105,None
1,4,4,0,34,34,None
1,5,4,0,0,0,None
2,1,6,99,69,168,None
2,2,9,38,32,70,None
2,3,9,24,14,38,None
2,4,3,0,24,24,None
3,1,9,156,26,182,None
3,2,3,125,31,156,None
3,3,4,79,46,125,None
3,4,2,35,13,48,None
3,5,2,0,35,35,None
4,1,1,114,20,134,None
4,2,1,64,50,114,None
4,3,8,33,31,64,None
4,4,10,0,0,0,None
5,1,8,116,12,128,None
5,2,3,79,27,106,None
5,3,4,64,15,79,None
5,4,6,0,64,64,None
6,1,2,157,23,180,None
6,2,2,76,57,133,None
6,3,3,24,52,76,None
6,4,10,0,0,0,None
7,1,7,134,21,155,None
7,2,9,92,12,104,None
7,3,7,44,48,92,None
7,4,1,0,44,44,None
7,5,5,0,0,0,None
8,1,2,134,23,157,None
8,2,7,92,42,134,None
8,3,5,44,38,82,None
8,4,1,44,0,44,None
9,1,8,128,13,141,None
9,2,8,65,29,94,None
9,3,10,33,32,65,None
9,4,8,0,33,33,None
9,5,10,0,0,0,None
10,1,8,155,19,174,None
10,2,10,99,56,155,None
10,3,6,64,35,99,None
10,4,6,64,0,64,None
10,5,5,0,0,0,None
