Job,Operation,Machine,Start,Duration,End,Worker
1,1,3,82,43,125,None
1,2,1,48,17,65,None
1,3,2,13,29,42,None
1,4,5,13,0,13,None
1,5,1,13,0,13,None
2,1,3,150,27,177,None
2,2,6,79,71,150,None
2,3,9,65,14,79,None
2,4,3,0,24,24,None
3,1,2,133,18,151,None
3,2,4,99,34,133,None
3,3,8,82,17,99,None
3,4,9,0,65,65,None
3,5,4,0,0,0,None
4,1,10,129,36,165,None
4,2,8,66,16,82,None
4,3,4,42,24,66,None
4,4,2,0,13,13,None
5,1,9,144,31,175,None
5,2,10,48,49,97,None
5,3,1,13,35,48,None
5,4,3,0,0,0,None
6,1,3,125,20,145,None
6,2,2,42,36,78,None
6,3,8,0,20,20,None
6,4,2,0,0,0,None
7,1,7,144,21,165,None
7,2,9,132,12,144,None
7,3,9,82,50,132,None
7,4,3,24,58,82,None
7,5,5,0,0,0,None
8,1,2,84,23,107,None
8,2,7,42,42,84,None
8,3,4,0,42,42,None
8,4,1,0,0,0,None
9,1,8,158,13,171,None
9,2,8,129,29,158,None
9,3,10,97,32,129,None
9,4,8,20,33,53,None
9,5,10,0,0,0,None
10,1,4,71,26,97,None
10,2,5,27,44,71,None
10,3,10,13,14,27,None
10,4,1,0,13,13,None
10,5,9,0,0,0,None
