Test,Objective,IterationReachBest,Direction
1,11.0,10,1
2,11.0,6,0
3,11.0,22,1
4,11.0,3,1
5,11.0,12,0
6,11.0,7,0
7,11.0,17,0
8,11.0,19,1
9,11.0,13,0
10,11.0,6,1
MinObj,11.0
MaxObj,11.0
MeanObj,11.00
MinIter,3
MaxIter,22
MeanIter,11.50
Direction#0,5
Direction#1,5
