Test,Objective,IterationReachBest,Direction
1,157.0,0,1
2,157.0,0,0
3,159.0,13,0
4,160.0,0,0
5,158.0,21,1
6,157.0,0,1
7,152.0,26,0
8,157.0,0,0
9,159.0,0,0
10,159.0,45,0
MinObj,152.0
MaxObj,160.0
MeanObj,157.50
MinIter,0
MaxIter,45
MeanIter,10.50
Direction#0,7
Direction#1,3
