Test,Objective,IterationReachBest,Direction
1,341.0,0,0
2,331.0,0,0
3,333.0,28,0
4,330.0,0,0
5,331.0,0,0
6,335.0,0,0
7,330.0,0,0
8,336.0,0,0
9,335.0,0,0
10,334.0,0,0
MinObj,330.0
MaxObj,341.0
MeanObj,333.60
MinIter,0
MaxIter,28
MeanIter,2.80
Direction#0,10
Direction#1,0
