Test,Objective,IterationReachBest,Direction
1,27.0,66,0
2,27.0,50,0
3,27.0,34,0
4,27.0,25,0
5,27.0,73,0
6,27.0,25,0
7,27.0,55,0
8,27.0,25,0
9,27.0,30,0
10,27.0,11,0
MinObj,27.0
MaxObj,27.0
MeanObj,27.00
MinIter,11
MaxIter,73
MeanIter,39.40
Direction#0,10
Direction#1,0
