Test,Objective,IterationReachBest,Direction
1,14.0,1,0
2,14.0,2,0
3,14.0,1,1
4,14.0,1,0
5,14.0,1,1
6,14.0,0,0
7,14.0,4,0
8,14.0,1,0
9,14.0,1,1
10,14.0,0,0
MinObj,14.0
MaxObj,14.0
MeanObj,14.00
MinIter,0
MaxIter,4
MeanIter,1.20
Direction#0,7
Direction#1,3
