Test,Objective,IterationReachBest,Direction
1,66.0,57,1
2,65.0,6,1
3,66.0,18,1
4,66.0,1,1
5,65.0,44,1
6,65.0,62,1
7,64.0,119,1
8,66.0,17,1
9,64.0,159,1
10,64.0,103,1
MinObj,64.0
MaxObj,66.0
MeanObj,65.10
MinIter,1
MaxIter,159
MeanIter,58.60
Direction#0,0
Direction#1,10
