Test,Objective,IterationReachBest,Direction
1,67.0,11,0
2,67.0,29,0
3,67.0,27,0
4,67.0,13,0
5,67.0,11,0
6,67.0,14,0
7,65.0,73,0
8,67.0,26,0
9,67.0,9,0
10,67.0,12,0
MinObj,65.0
MaxObj,67.0
MeanObj,66.80
MinIter,9
MaxIter,73
MeanIter,22.50
Direction#0,10
Direction#1,0
