Test,Objective,IterationReachBest,Direction
1,523.0,1,1
2,527.0,0,0
3,523.0,0,1
4,527.0,3,1
5,527.0,2,1
6,525.0,6,1
7,523.0,2,1
8,524.0,1,1
9,525.0,2,0
10,524.0,9,1
MinObj,523.0
MaxObj,527.0
MeanObj,524.80
MinIter,0
MaxIter,9
MeanIter,2.60
Direction#0,2
Direction#1,8
