862184.1990405,862184.7388506,8025.0,0.000124595066035385,9.828009828009828e-05,0.00011095879136517783
862185.1867295,862187.1727075,7940.0,0.0001259287243420224,9.612611746611554e-05,0.000110346885261935
862187.4236364,862189.4485435,7940.0,0.0001259287243420224,9.612611746611554e-05,0.00011035804319888555
862189.6993223,862191.5415604,7940.0,0.0001259287243420224,9.612611746611554e-05,0.0001113747495243469
862191.9455029,862193.8291514,7608.0,0.0001314233144959916,9.612611746611554e-05,0.00011075467588768334
862194.1524438,862196.0858258,7557.0,0.00013231013495633765,0.00010186411327289395,0.00011202482348697041
862196.4366639,862198.321963,7557.0,0.00013231013495633765,9.744689144416293e-05,0.00011427937427767563
862198.6979386,862200.797515,7557.0,0.00013231013495633765,0.00010137875101378751,0.00011485516315826931
862201.4928787,862203.3318309,7376.0,0.00013555645926528398,9.42684766214178e-05,0.00011492766338715309
862203.5641141,862205.5438011,7376.0,0.00013555645926528398,9.42684766214178e-05,0.00011491238816289438
862205.7832294,862207.78888,7376.0,0.00013555645926528398,9.42684766214178e-05,0.00011412522762269883
862208.0904244,862209.9732165,7376.0,0.00013555645926528398,9.42684766214178e-05,0.00011327823805942364
862210.4735707,862212.5536313,7376.0,0.00013555645926528398,9.42684766214178e-05,0.00011265602114996867
862213.0484683,862214.7817982,7376.0,0.00013555645926528398,9.42684766214178e-05,0.00011471622684056028
862215.1825452,862217.0253693,7376.0,0.00013555645926528398,9.260116677470137e-05,0.00011389734987914308
862217.4429137,862219.0517006,7376.0,0.00013555645926528398,9.260116677470137e-05,0.00011384613689156375
862219.3632989,862220.8119055,7376.0,0.00013555645926528398,0.00010126582278481013,0.00011540121254365377
862221.1042962,862223.2969887,7376.0,0.00013555645926528398,0.00010131712259371833,0.00011643841699655858
862223.568387,862225.2728736,7376.0,0.00013555645926528398,9.64785335262904e-05,0.00011551379257059032
862225.5672619,862227.5021395,7376.0,0.00013555645926528398,9.997000899730081e-05,0.00011460964075219178
862227.8290664,862229.7076503,7376.0,0.00013555645926528398,0.00010599957600169599,0.00011621748184506828
862230.0193685,862231.767307,7376.0,0.00013555645926528398,0.00010393929944912172,0.00011655038138088437
862232.1990488,862233.9655235,7376.0,0.00013555645926528398,0.00010180189351521938,0.00011604682093073311
862234.4223288,862236.6660696,7376.0,0.00013555645926528398,0.00010180189351521938,0.00011453821439566674
862236.9859355,862238.7736876,7376.0,0.00013555645926528398,0.00010085728693898134,0.0001133994644742349
862239.2313463,862241.1475407,7376.0,0.00013555645926528398,0.00010257462303826033,0.00011377517709355259
862241.5839674,862241.75753,7166.0,0.00013952839402818474,0.0001048327916972429,0.00011379717201044016
