Test,Objective,IterationReachBest,Direction
1,2330.0,3,0
MinObj,2330.0
MaxObj,2330.0
MeanObj,2330.00
MinIter,3
MaxIter,3
MeanIter,3.00
Direction#0,1
Direction#1,0
