Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,5,2,7,None
1,2,2,7,3,10,None
1,3,3,14,4,18,None
2,1,2,2,1,3,None
2,2,1,3,2,5,None
2,3,3,6,3,9,None
3,1,2,4,3,7,None
3,2,3,9,5,14,None
3,3,1,14,2,16,None
4,1,3,0,2,2,None
4,2,1,8,6,14,None
4,3,2,14,4,18,None
5,1,3,2,4,6,None
5,2,2,10,4,14,None
5,3,1,16,2,18,None
