Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,55560,5400,60960,None
1,2,2,120480,4620,125100,None
1,3,3,125100,1980,127080,None
1,4,4,127080,600,127680,None
1,5,5,138720,1080,139800,None
2,1,1,32160,720,32880,None
2,2,2,34140,3420,37560,None
2,3,3,37560,4620,42180,None
2,4,4,46800,1140,47940,None
2,5,5,47940,5640,53580,None
3,1,1,37980,2580,40560,None
3,2,2,40560,1440,42000,None
3,3,3,52020,2580,54600,None
3,4,4,54600,3720,58320,None
3,5,5,58980,2160,61140,None
4,1,1,52380,3180,55560,None
4,2,2,118860,1620,120480,None
4,3,3,120480,2220,122700,None
4,4,4,125460,720,126180,None
4,5,5,138540,180,138720,None
5,1,1,40560,1080,41640,None
5,2,2,57180,3360,60540,None
5,3,3,115200,2940,118140,None
5,4,4,119880,480,120360,None
5,5,5,125100,4380,129480,None
6,1,1,32880,600,33480,None
6,2,2,37560,1200,38760,None
6,3,3,46800,5220,52020,None
6,4,4,52020,2460,54480,None
6,5,5,54480,4500,58980,None
7,1,1,28800,3360,32160,None
7,2,2,32160,1980,34140,None
7,3,3,34140,300,34440,None
7,4,4,34440,960,35400,None
7,5,5,35400,5880,41280,None
8,1,1,34860,3120,37980,None
8,2,2,51480,5700,57180,None
8,3,3,57180,2160,59340,None
8,4,4,59340,1080,60420,None
8,5,5,115200,4860,120060,None
9,1,1,33480,1380,34860,None
9,2,2,46800,4680,51480,None
9,3,3,54600,1800,56400,None
9,4,4,115200,4680,119880,None
9,5,5,120060,5040,125100,None
10,1,1,46800,5580,52380,None
10,2,2,115200,3660,118860,None
10,3,3,118860,840,119700,None
10,4,4,120360,5100,125460,None
10,5,5,133200,5340,138540,None
