Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,51360,5400,56760,None
1,2,2,115200,4620,119820,None
1,3,3,119820,1980,121800,None
1,4,4,121800,600,122400,None
1,5,5,128220,1080,129300,None
2,1,1,42000,720,42720,None
2,2,2,48240,3420,51660,None
2,3,3,53160,4620,57780,None
2,4,4,59400,1140,60540,None
2,5,5,117360,5640,123000,None
3,1,1,39420,2580,42000,None
3,2,2,46800,1440,48240,None
3,3,3,50580,2580,53160,None
3,4,4,55680,3720,59400,None
3,5,5,115200,2160,117360,None
4,1,1,46800,3180,49980,None
4,2,2,51660,1620,53280,None
4,3,3,57780,2220,60000,None
4,4,4,115200,720,115920,None
4,5,5,123000,180,123180,None
5,1,1,32760,1080,33840,None
5,2,2,35340,3360,38700,None
5,3,3,46800,2940,49740,None
5,4,4,49740,480,50220,None
5,5,5,51300,4380,55680,None
6,1,1,32160,600,32760,None
6,2,2,34140,1200,35340,None
6,3,3,35340,5220,40560,None
6,4,4,40560,2460,43020,None
6,5,5,46800,4500,51300,None
7,1,1,28800,3360,32160,None
7,2,2,32160,1980,34140,None
7,3,3,34140,300,34440,None
7,4,4,34440,960,35400,None
7,5,5,35400,5880,41280,None
8,1,1,56760,3120,59880,None
8,2,2,119820,5700,125520,None
8,3,3,125520,2160,127680,None
8,4,4,127680,1080,128760,None
8,5,5,133200,4860,138060,None
9,1,1,49980,1380,51360,None
9,2,2,53280,4680,57960,None
9,3,3,115200,1800,117000,None
9,4,4,117000,4680,121680,None
9,5,5,123180,5040,128220,None
10,1,1,33840,5580,39420,None
10,2,2,39420,3660,43080,None
10,3,3,49740,840,50580,None
10,4,4,50580,5100,55680,None
10,5,5,55680,5340,61020,None
