Job,Operation,Machine,Start,Duration,End,Worker
1,1,2,4,2,6,None
1,2,4,12,4,16,None
1,3,8,18,2,20,None
2,1,3,7,4,11,None
2,2,4,16,3,19,None
2,3,6,20,3,23,None
3,1,2,6,5,11,None
3,2,5,20,2,22,None
3,3,8,24,2,26,None
4,1,1,0,4,4,None
4,2,5,6,5,11,None
4,3,6,12,3,15,None
5,1,3,0,3,3,None
5,2,5,4,1,5,None
5,3,6,6,3,9,None
6,1,3,11,4,15,None
6,2,4,22,2,24,None
6,3,7,25,3,28,None
7,1,2,2,2,4,None
7,2,4,7,4,11,None
7,3,8,13,3,16,None
8,1,1,6,3,9,None
8,2,5,15,5,20,None
8,3,7,21,3,24,None
9,1,1,4,2,6,None
9,2,4,11,1,12,None
9,3,9,13,5,18,None
10,1,1,9,3,12,None
10,2,4,19,3,22,None
10,3,6,23,4,27,None
11,1,2,0,2,2,None
11,2,4,4,3,7,None
11,3,9,8,5,13,None
12,1,3,3,4,7,None
12,2,5,11,4,15,None
12,3,6,16,3,19,None
